epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1160.65,1.28934,0.82027,1.14894,0.97579,0.98391,0.98786,0.63921,1.34511,0.61846,1.3827,0.00114606,0.00114606,0.00114606
42,1189.38,1.22585,0.80254,1.12851,0.97244,0.98237,0.98957,0.62577,1.37433,0.62003,1.38809,0.00113898,0.00113898,0.00113898
43,1217.94,1.25454,0.80554,1.14121,0.96912,0.9859,0.98758,0.6223,1.33419,0.65084,1.33891,0.00113191,0.00113191,0.00113191
44,1246.73,1.2179,0.80859,1.11759,0.94367,0.97142,0.98715,0.62461,1.304,0.67425,1.33691,0.00112484,0.00112484,0.00112484
45,1275.25,1.22424,0.77689,1.12571,0.97591,0.95782,0.98058,0.61024,1.33769,0.67671,1.34487,0.00111776,0.00111776,0.00111776
46,1303.76,1.24536,0.81175,1.12883,0.97404,0.98308,0.98305,0.59092,1.3923,0.67591,1.34931,0.00111069,0.00111069,0.00111069
47,1332.46,1.235,0.78108,1.12737,0.97023,0.98795,0.98762,0.61715,1.38293,0.62205,1.3706,0.00110362,0.00110362,0.00110362
48,1361.13,1.24802,0.80108,1.13383,0.96879,0.98946,0.98377,0.62385,1.30554,0.62228,1.36735,0.00109654,0.00109654,0.00109654
49,1389.75,1.2091,0.78826,1.12527,0.96311,0.96624,0.97263,0.63901,1.29348,0.62148,1.37466,0.00108947,0.00108947,0.00108947
50,1418.59,1.2035,0.77327,1.117,0.97393,0.95676,0.98269,0.63589,1.41265,0.64034,1.37341,0.0010824,0.0010824,0.0010824
51,1447.54,1.23965,0.78276,1.12607,0.93729,0.93143,0.97699,0.64479,1.33033,0.6766,1.31604,0.00107532,0.00107532,0.00107532
52,1476.49,1.23107,0.76294,1.12541,0.95055,0.99145,0.98527,0.63701,1.3527,0.60378,1.37199,0.00106825,0.00106825,0.00106825
53,1505.39,1.22834,0.76421,1.12475,0.93107,0.95156,0.96538,0.6255,1.35317,0.67121,1.36205,0.00106118,0.00106118,0.00106118
54,1534.3,1.21895,0.74421,1.12832,0.95504,0.98318,0.97726,0.62131,1.37678,0.62388,1.39083,0.0010541,0.0010541,0.0010541
55,1563.31,1.21129,0.75368,1.12988,0.95322,0.95907,0.97096,0.62038,1.41127,0.69368,1.38452,0.00104703,0.00104703,0.00104703
56,1592.4,1.25872,0.77642,1.14219,0.95934,0.95513,0.9802,0.64085,1.33417,0.63876,1.33118,0.00103995,0.00103995,0.00103995
57,1621.32,1.22407,0.7593,1.12458,0.95722,0.96189,0.97833,0.6593,1.29454,0.63254,1.33154,0.00103288,0.00103288,0.00103288
58,1650.33,1.23015,0.7691,1.11199,0.95354,0.97426,0.98443,0.63791,1.3858,0.64481,1.41656,0.00102581,0.00102581,0.00102581
59,1679.13,1.19757,0.75839,1.12361,0.96128,0.96498,0.98036,0.6115,1.35314,0.64372,1.3619,0.00101873,0.00101873,0.00101873
60,1707.98,1.1947,0.73186,1.10995,0.96009,0.96273,0.97548,0.61954,1.35923,0.61978,1.365,0.00101166,0.00101166,0.00101166
61,1736.95,1.19325,0.72487,1.10215,0.96659,0.96966,0.98013,0.63208,1.34131,0.60072,1.39791,0.00100459,0.00100459,0.00100459
62,1765.76,1.18946,0.7303,1.10948,0.97015,0.96876,0.97927,0.64635,1.31137,0.64368,1.3559,0.000997513,0.000997513,0.000997513
63,1794.81,1.19412,0.734,1.11696,0.96839,0.97735,0.98665,0.6226,1.3895,0.6286,1.41826,0.00099044,0.00099044,0.00099044
64,1823.58,1.18009,0.73164,1.10574,0.9356,0.97179,0.97786,0.62417,1.40229,0.63743,1.38919,0.000983366,0.000983366,0.000983366
65,1852.19,1.17748,0.72679,1.11274,0.97689,0.97179,0.97964,0.6285,1.33754,0.6067,1.39073,0.000976293,0.000976293,0.000976293
66,1880.91,1.19899,0.74997,1.11706,0.97747,0.95513,0.98725,0.6399,1.32017,0.6304,1.3517,0.000969219,0.000969219,0.000969219
67,1909.52,1.15452,0.72386,1.10505,0.96368,0.95954,0.98427,0.63194,1.33297,0.62433,1.37631,0.000962146,0.000962146,0.000962146
68,1938.4,1.18697,0.72595,1.10469,0.94224,0.96453,0.97699,0.6432,1.33703,0.59782,1.37735,0.000955072,0.000955072,0.000955072
69,1967.15,1.1607,0.71709,1.10582,0.97004,0.96799,0.98105,0.63519,1.34797,0.61838,1.36062,0.000947999,0.000947999,0.000947999
70,1995.99,1.16524,0.7031,1.08741,0.96049,0.96335,0.97482,0.62657,1.35775,0.63621,1.37128,0.000940925,0.000940925,0.000940925
71,2024.73,1.19563,0.71007,1.11952,0.94653,0.93757,0.96347,0.63679,1.36027,0.62883,1.38553,0.000933851,0.000933851,0.000933851
72,2053.42,1.16325,0.69486,1.09832,0.95446,0.97234,0.96902,0.63542,1.32778,0.59701,1.40744,0.000926778,0.000926778,0.000926778
73,2082.2,1.15779,0.70563,1.09165,0.98462,0.98288,0.98773,0.65412,1.32481,0.60344,1.35438,0.000919704,0.000919704,0.000919704
74,2110.63,1.12982,0.68242,1.07994,0.97978,0.97873,0.98829,0.62679,1.31651,0.58938,1.36334,0.000912631,0.000912631,0.000912631
75,2139.35,1.15211,0.71694,1.09161,0.96034,0.97102,0.98046,0.63067,1.37029,0.59632,1.40653,0.000905557,0.000905557,0.000905557
76,2168.02,1.15537,0.69584,1.08941,0.96705,0.96563,0.98098,0.63109,1.36874,0.61233,1.43586,0.000898484,0.000898484,0.000898484
77,2196.74,1.1496,0.70392,1.0946,0.96143,0.97899,0.97637,0.62558,1.39762,0.61003,1.4117,0.00089141,0.00089141,0.00089141
78,2225.44,1.14471,0.70247,1.0905,0.97517,0.98854,0.98755,0.62302,1.34301,0.59285,1.41752,0.000884337,0.000884337,0.000884337
79,2254.22,1.13734,0.67775,1.0825,0.97104,0.9677,0.98073,0.63738,1.3591,0.58663,1.40386,0.000877263,0.000877263,0.000877263
80,2283.05,1.14434,0.69078,1.09533,0.98435,0.98016,0.98796,0.63508,1.35112,0.61574,1.40473,0.00087019,0.00087019,0.00087019
81,2312.16,1.13191,0.68138,1.08615,0.96891,0.96566,0.98024,0.64216,1.37361,0.58104,1.38827,0.000863116,0.000863116,0.000863116
82,2341.07,1.11631,0.67617,1.07509,0.97856,0.97735,0.98168,0.64839,1.35826,0.58421,1.40981,0.000856042,0.000856042,0.000856042
83,2370.17,1.12867,0.68907,1.08767,0.98436,0.97358,0.98585,0.66687,1.29199,0.57605,1.35887,0.000848969,0.000848969,0.000848969
84,2398.92,1.12797,0.67423,1.07119,0.96974,0.99145,0.9871,0.65206,1.3292,0.56315,1.40616,0.000841895,0.000841895,0.000841895
85,2427.63,1.14343,0.70764,1.07555,0.9472,0.98034,0.98141,0.64281,1.31121,0.59145,1.35133,0.000834822,0.000834822,0.000834822
86,2456.12,1.11174,0.67521,1.07385,0.98279,0.98836,0.98649,0.62935,1.35612,0.56937,1.40712,0.000827748,0.000827748,0.000827748
87,2484.66,1.13501,0.67814,1.08407,0.96774,0.98063,0.98264,0.64919,1.3374,0.57091,1.37974,0.000820675,0.000820675,0.000820675
88,2513.24,1.11837,0.67858,1.06653,0.97652,0.97735,0.98098,0.63664,1.33622,0.58107,1.39732,0.000813601,0.000813601,0.000813601
89,2541.66,1.09886,0.68126,1.07246,0.97098,0.95387,0.97887,0.63028,1.34731,0.59503,1.43659,0.000806528,0.000806528,0.000806528
90,2569.92,1.10033,0.67457,1.07837,0.97755,0.97445,0.98164,0.6311,1.37425,0.56438,1.43953,0.000799454,0.000799454,0.000799454
91,2598.57,1.10383,0.67079,1.07358,0.98294,0.98342,0.98585,0.63667,1.37822,0.5428,1.44203,0.00079238,0.00079238,0.00079238
92,2627.24,1.08298,0.65306,1.06406,0.98456,0.97179,0.98523,0.63969,1.37396,0.58702,1.44552,0.000785307,0.000785307,0.000785307
93,2656.07,1.09905,0.63112,1.06534,0.96925,0.9888,0.98599,0.64044,1.32433,0.55854,1.42738,0.000778233,0.000778233,0.000778233
94,2685.06,1.08468,0.64224,1.062,0.97594,0.98631,0.98535,0.63918,1.33771,0.56012,1.40228,0.00077116,0.00077116,0.00077116
95,2714.29,1.08819,0.63875,1.05974,0.96858,0.98277,0.98382,0.64129,1.36887,0.57434,1.4575,0.000764086,0.000764086,0.000764086
96,2743.44,1.1119,0.67283,1.07071,0.97898,0.97631,0.98635,0.62676,1.37915,0.57404,1.42302,0.000757013,0.000757013,0.000757013
97,2772.4,1.07377,0.63582,1.05714,0.96354,0.9788,0.98494,0.65583,1.30225,0.57332,1.41631,0.000749939,0.000749939,0.000749939
98,2801.43,1.084,0.62156,1.06206,0.95836,0.9716,0.97537,0.62808,1.33031,0.58052,1.37498,0.000742866,0.000742866,0.000742866
99,2830.37,1.07939,0.65183,1.06145,0.96486,0.98095,0.98744,0.64883,1.33654,0.56293,1.43508,0.000735792,0.000735792,0.000735792
100,2859.59,1.09598,0.66228,1.04864,0.97663,0.98104,0.9878,0.63677,1.3817,0.58505,1.41025,0.000728719,0.000728719,0.000728719
101,2888.72,1.08137,0.64984,1.0482,0.9724,0.9859,0.98116,0.62402,1.3398,0.56258,1.43794,0.000721645,0.000721645,0.000721645
102,2917.82,1.06578,0.6399,1.05729,0.98392,0.98291,0.9874,0.64089,1.34354,0.55094,1.45023,0.000714571,0.000714571,0.000714571
103,2946.86,1.06785,0.63551,1.04633,0.97965,0.99145,0.98689,0.64375,1.35523,0.55218,1.45619,0.000707498,0.000707498,0.000707498
104,2976.09,1.08193,0.64075,1.0524,0.97675,0.98792,0.98664,0.64026,1.35019,0.57967,1.44262,0.000700424,0.000700424,0.000700424
105,3005.11,1.07631,0.62901,1.04289,0.97881,0.96977,0.98541,0.6345,1.35054,0.57934,1.46931,0.000693351,0.000693351,0.000693351
106,3034.24,1.06945,0.64189,1.04678,0.98188,0.99041,0.9896,0.62547,1.36325,0.56934,1.44914,0.000686277,0.000686277,0.000686277
107,3063.07,1.08448,0.63917,1.04715,0.95541,0.98567,0.98401,0.64427,1.3299,0.56956,1.49984,0.000679204,0.000679204,0.000679204
108,3092.1,1.08334,0.64815,1.05256,0.96943,0.96692,0.97669,0.60773,1.39941,0.58242,1.4835,0.00067213,0.00067213,0.00067213
109,3120.75,1.07338,0.63746,1.04643,0.96805,0.96818,0.98041,0.63412,1.36454,0.56581,1.45159,0.000665057,0.000665057,0.000665057
110,3149.33,1.0873,0.64505,1.05243,0.97653,0.9827,0.98382,0.64454,1.33069,0.57219,1.41416,0.000657983,0.000657983,0.000657983
111,3178.21,1.0753,0.62782,1.04662,0.98805,0.98006,0.98856,0.64772,1.34706,0.54754,1.43764,0.000650909,0.000650909,0.000650909
112,3206.94,1.07041,0.62775,1.03779,0.98644,0.97842,0.98832,0.63091,1.36163,0.55754,1.4986,0.000643836,0.000643836,0.000643836
113,3235.69,1.04647,0.62198,1.05451,0.95241,0.98947,0.9866,0.6425,1.35336,0.55023,1.46316,0.000636762,0.000636762,0.000636762
114,3264.4,1.06482,0.62163,1.04197,0.98482,0.98541,0.98595,0.63387,1.36052,0.52899,1.50171,0.000629689,0.000629689,0.000629689
115,3293.05,1.06937,0.63097,1.04803,0.95946,0.97957,0.98529,0.63947,1.33702,0.58028,1.42914,0.000622615,0.000622615,0.000622615
116,3322.79,1.05034,0.63244,1.03559,0.9671,0.97148,0.98518,0.66088,1.32071,0.5472,1.45051,0.000615542,0.000615542,0.000615542
117,3353.29,1.04831,0.61408,1.02921,0.978,0.97179,0.98202,0.63348,1.36878,0.56758,1.49216,0.000608468,0.000608468,0.000608468
118,3384.1,1.05088,0.60969,1.04393,0.96576,0.9778,0.98714,0.64446,1.34042,0.57024,1.47808,0.000601395,0.000601395,0.000601395
119,3413.81,1.03178,0.5973,1.02897,0.97266,0.97607,0.98466,0.63771,1.37529,0.56365,1.4809,0.000594321,0.000594321,0.000594321
120,3443.07,1.00189,0.60092,1.02889,0.97357,0.98145,0.98083,0.64312,1.34669,0.5652,1.47923,0.000587248,0.000587248,0.000587248
121,3472.43,1.01798,0.60674,1.03306,0.96104,0.97782,0.98209,0.63881,1.38608,0.53818,1.51261,0.000580174,0.000580174,0.000580174
122,3501.7,1.0462,0.60948,1.02743,0.97237,0.97706,0.98218,0.63532,1.40716,0.54773,1.48184,0.0005731,0.0005731,0.0005731
123,3530.86,1.04321,0.6228,1.03829,0.97261,0.98034,0.9896,0.6507,1.31465,0.55249,1.45982,0.000566027,0.000566027,0.000566027
124,3559.91,1.01347,0.6011,1.03326,0.97899,0.97833,0.98714,0.65327,1.3528,0.54672,1.47925,0.000558953,0.000558953,0.000558953
125,3589.18,1.03574,0.60768,1.03749,0.96498,0.98877,0.98507,0.6354,1.31107,0.53956,1.46816,0.00055188,0.00055188,0.00055188
126,3618.28,1.02589,0.60618,1.02589,0.97616,0.97872,0.98527,0.64794,1.33152,0.53436,1.47763,0.000544806,0.000544806,0.000544806
127,3647.55,0.99937,0.59339,1.01794,0.9862,0.98719,0.98687,0.64722,1.36064,0.5464,1.45841,0.000537733,0.000537733,0.000537733
128,3676.78,1.01531,0.59177,1.02236,0.97075,0.97179,0.98554,0.63896,1.34405,0.54707,1.48397,0.000530659,0.000530659,0.000530659
129,3705.89,1.01155,0.59598,1.02162,0.97011,0.9786,0.98613,0.63978,1.3745,0.55186,1.48672,0.000523586,0.000523586,0.000523586
130,3735.14,1.00112,0.59417,1.01748,0.97543,0.96557,0.98554,0.64788,1.34964,0.54279,1.51636,0.000516512,0.000516512,0.000516512
131,3764.42,1.00688,0.57816,1.02448,0.97936,0.97012,0.98262,0.63528,1.37605,0.54172,1.5092,0.000509438,0.000509438,0.000509438
132,3793.72,1.0011,0.58027,1.01873,0.96608,0.97387,0.98119,0.64551,1.37058,0.54247,1.46603,0.000502365,0.000502365,0.000502365
133,3822.71,1.00317,0.58835,1.01894,0.97523,0.99023,0.98678,0.64139,1.33372,0.5482,1.48522,0.000495291,0.000495291,0.000495291
134,3851.56,1.00082,0.59115,1.02464,0.97882,0.98415,0.98839,0.65412,1.35539,0.54132,1.48119,0.000488218,0.000488218,0.000488218
135,3880.44,0.98774,0.56865,1.01664,0.98104,0.98083,0.98862,0.65419,1.3726,0.53375,1.50225,0.000481144,0.000481144,0.000481144
136,3909.31,0.98584,0.57848,1.01223,0.98418,0.98238,0.98608,0.63099,1.36337,0.53354,1.51795,0.000474071,0.000474071,0.000474071
137,3938.08,0.98107,0.56427,1.01443,0.98653,0.98414,0.98647,0.63101,1.38913,0.53808,1.50221,0.000466997,0.000466997,0.000466997
138,3967.01,0.99807,0.58193,1.01806,0.97801,0.97724,0.98651,0.62309,1.36959,0.52973,1.48588,0.000459924,0.000459924,0.000459924
139,3995.95,0.98468,0.57242,1.01457,0.96817,0.97069,0.98029,0.626,1.411,0.5596,1.52202,0.00045285,0.00045285,0.00045285
140,4024.86,0.98866,0.57534,1.01594,0.98327,0.97279,0.98615,0.62626,1.35463,0.5561,1.49449,0.000445777,0.000445777,0.000445777
141,4053.77,0.98679,0.58146,1.0076,0.9674,0.97218,0.98542,0.62401,1.39271,0.54641,1.5093,0.000438703,0.000438703,0.000438703
142,4082.7,0.99605,0.56797,1.00987,0.97417,0.98307,0.9876,0.64739,1.3614,0.52216,1.52654,0.000431629,0.000431629,0.000431629
143,4111.84,0.96579,0.56161,1.00839,0.97539,0.99145,0.98763,0.6328,1.40434,0.53899,1.53021,0.000424556,0.000424556,0.000424556
144,4141.01,0.97522,0.56671,1.00214,0.95982,0.97027,0.98195,0.62998,1.36744,0.54806,1.49431,0.000417482,0.000417482,0.000417482
145,4170.17,0.96646,0.55687,0.99941,0.98361,0.97552,0.98675,0.64441,1.3632,0.50969,1.53034,0.000410409,0.000410409,0.000410409
146,4199.31,0.96661,0.55232,1.00129,0.9841,0.99126,0.98714,0.62466,1.38796,0.5218,1.52349,0.000403335,0.000403335,0.000403335
147,4228.53,0.94679,0.55508,0.99622,0.98562,0.98248,0.98727,0.63958,1.37613,0.51912,1.48941,0.000396262,0.000396262,0.000396262
148,4257.71,0.96247,0.55654,0.99583,0.98406,0.98372,0.98648,0.64233,1.37848,0.52944,1.5286,0.000389188,0.000389188,0.000389188
149,4286.86,0.9558,0.55868,0.99519,0.98385,0.96567,0.98711,0.6385,1.38878,0.53067,1.55263,0.000382115,0.000382115,0.000382115
150,4316.3,0.93798,0.54469,0.99376,0.97637,0.98318,0.98656,0.63073,1.37941,0.53323,1.52832,0.000375041,0.000375041,0.000375041
151,4345.71,0.94849,0.55293,1.00052,0.97797,0.97708,0.98688,0.64259,1.39035,0.53584,1.53459,0.000367967,0.000367967,0.000367967
152,4375.11,0.95509,0.55743,0.9948,0.98332,0.98368,0.98712,0.63123,1.37131,0.53199,1.52126,0.000360894,0.000360894,0.000360894
153,4404.22,0.959,0.55074,0.99162,0.97858,0.98122,0.98654,0.63973,1.34244,0.52298,1.50914,0.00035382,0.00035382,0.00035382
154,4433.39,0.9531,0.55209,0.99499,0.96708,0.98265,0.98617,0.63475,1.3506,0.5264,1.53597,0.000346747,0.000346747,0.000346747
155,4462.65,0.95692,0.54873,0.99749,0.9874,0.9843,0.98642,0.64105,1.35661,0.52888,1.54858,0.000339673,0.000339673,0.000339673
156,4491.74,0.93625,0.54477,0.97974,0.97953,0.97177,0.98131,0.63529,1.38085,0.52324,1.56485,0.0003326,0.0003326,0.0003326
157,4520.97,0.93068,0.55251,0.98932,0.98088,0.98039,0.98112,0.63652,1.35935,0.52849,1.52395,0.000325526,0.000325526,0.000325526
158,4550.11,0.96838,0.54822,0.99924,0.97545,0.96532,0.98472,0.6338,1.362,0.54946,1.55598,0.000318453,0.000318453,0.000318453
159,4579.32,0.91846,0.5412,0.97694,0.96995,0.96915,0.98454,0.63461,1.3546,0.53471,1.58599,0.000311379,0.000311379,0.000311379
160,4608.65,0.93169,0.54432,0.98219,0.98326,0.97703,0.9867,0.63242,1.38238,0.5444,1.56133,0.000304306,0.000304306,0.000304306
161,4638,0.92725,0.52749,0.98338,0.98659,0.98346,0.98625,0.63779,1.36976,0.53128,1.59721,0.000297232,0.000297232,0.000297232
162,4667.23,0.92455,0.53283,0.98992,0.97,0.98762,0.98577,0.63009,1.38278,0.52539,1.59878,0.000290158,0.000290158,0.000290158
163,4696.56,0.93602,0.53202,0.98976,0.97435,0.9804,0.97539,0.63003,1.39533,0.5313,1.58126,0.000283085,0.000283085,0.000283085
164,4725.67,0.89478,0.51227,0.98145,0.97315,0.9859,0.98621,0.6438,1.37189,0.52752,1.56445,0.000276011,0.000276011,0.000276011
165,4754.88,0.91841,0.52798,0.98254,0.98207,0.97735,0.98675,0.62921,1.39467,0.53565,1.56265,0.000268938,0.000268938,0.000268938
166,4784.27,0.90145,0.52743,0.97051,0.96916,0.98214,0.98134,0.62786,1.38594,0.53226,1.57133,0.000261864,0.000261864,0.000261864
167,4813.39,0.94364,0.53161,0.97584,0.9723,0.97077,0.97434,0.63158,1.39578,0.52795,1.55731,0.000254791,0.000254791,0.000254791
168,4842.5,0.90054,0.52414,0.97293,0.98575,0.9851,0.9868,0.63294,1.37429,0.53044,1.54608,0.000247717,0.000247717,0.000247717
169,4871.59,0.89521,0.51277,0.96688,0.97659,0.97711,0.97619,0.6214,1.39705,0.53639,1.62336,0.000240644,0.000240644,0.000240644
170,4900.52,0.91552,0.51727,0.98668,0.97824,0.97846,0.98171,0.62374,1.40467,0.5305,1.62164,0.00023357,0.00023357,0.00023357
171,4929.7,0.89821,0.51627,0.97196,0.98194,0.98669,0.98631,0.63004,1.38444,0.53268,1.58625,0.000226497,0.000226497,0.000226497
172,4958.71,0.91497,0.52521,0.9766,0.9831,0.98254,0.98592,0.61908,1.38802,0.53536,1.61416,0.000219423,0.000219423,0.000219423
173,4987.79,0.92126,0.52402,0.98227,0.97564,0.98381,0.98553,0.63689,1.37141,0.51844,1.60828,0.000212349,0.000212349,0.000212349
174,5017,0.90321,0.52437,0.97248,0.98543,0.98318,0.98677,0.63082,1.37457,0.52295,1.60985,0.000205276,0.000205276,0.000205276
175,5046.2,0.90274,0.52453,0.97025,0.97488,0.99145,0.9862,0.6254,1.39144,0.51673,1.63105,0.000198202,0.000198202,0.000198202
176,5075.43,0.88126,0.5123,0.97465,0.96745,0.97035,0.97688,0.62194,1.4061,0.515,1.62548,0.000191129,0.000191129,0.000191129
177,5104.55,0.8946,0.50785,0.97879,0.98483,0.97839,0.98609,0.63093,1.39425,0.52212,1.62005,0.000184055,0.000184055,0.000184055
178,5133.77,0.89085,0.51258,0.96754,0.9855,0.98177,0.98652,0.63139,1.39419,0.52139,1.63161,0.000176982,0.000176982,0.000176982
179,5162.91,0.88169,0.50646,0.96101,0.98553,0.9796,0.98644,0.63154,1.39413,0.52122,1.62907,0.000169908,0.000169908,0.000169908
180,5192.17,0.88773,0.50578,0.96983,0.98644,0.97883,0.98626,0.62807,1.38967,0.5243,1.62182,0.000162835,0.000162835,0.000162835
181,5221.28,0.85723,0.49767,0.96095,0.98065,0.98809,0.9865,0.63641,1.38993,0.5211,1.63512,0.000155761,0.000155761,0.000155761
182,5250.4,0.87802,0.494,0.97206,0.97596,0.99145,0.98657,0.64234,1.40067,0.53044,1.63546,0.000148687,0.000148687,0.000148687
183,5279.37,0.90332,0.51324,0.95946,0.98326,0.98965,0.9865,0.63519,1.40528,0.53244,1.63092,0.000141614,0.000141614,0.000141614
